id,pe,altitude,category
26,374.0,373.0,1
34,173.0,189.1,2
35,64.0,71.1,2
41,189.0,190.0,1
43,173.0,184.0,2
44,325.0,343.0,1
55,190.0,180.0,2
56,157.0,150.0,1
70,81.0,80.0,1
