id,pe,category
37,478.0,1
38,247.0,1
39,171.0,1
41,189.0,1
42,329.0,1
45,316.0,1
46,120.0,1
63,106.0,2
64,260.0,1
65,127.0,2
66,329.0,1
67,194.0,2
68,164.0,2
69,175.0,2
70,81.0,2
58,96.0,2
59,171.0,2
60,223.0,2
61,78.0,2
62,106.0,2
