id,pe,altitude,category
1,486.0,514.0,2
24,144.0,159.3,1
25,118.0,131.4,2
26,374.0,373.0,1
27,148.0,140.0,2
28,150.0,150.0,2
29,113.0,130.0,2
30,86.0,80.0,2
31,114.0,125.0,2
32,238.0,252.0,1
