id,pe,category
33,208.0,1
34,173.0,2
35,64.0,2
36,324.0,1
37,478.0,1
38,247.0,1
39,171.0,2
40,300.0,1
41,189.0,1
46,120.0,2
45,316.0,1
68,164.0,1
64,260.0,1
66,329.0,1
63,106.0,2
66,329.0,1
65,127.0,2
67,194.0,2
69,175.0,2
70,81.0,2
