id,pe,altitude,category
26,374.0,373.0,1
38,247.0,240.0,1
39,171.0,170.0,2
43,173.0,184.0,2
44,325.0,343.0,2
46,120.0,120.0,2
59,171.0,160.0,1
65,127.0,130.0,2
66,329.0,320.0,1
67,194.0,190.0,1
69,175.0,170.0,1
