id,pe,altitude,category
26,374.0,373.0,1.0
34,173.0,189.1,1.0
35,64.0,71.1,2.0
36,324.0,345.0,1.0
42,329.0,330.0,1.0
43,173.0,184.0,1.0
47,339.0,378.0,1.0
48,391.0,400.0,1.0
49,559.0,639.0,1.0
50,139.0,130.0,1.0
51,162.0,160.0,1.0
52,332.0,330.0,1.0
53,164.0,160.0,1.0
54,152.0,150.0,1.0
55,190.0,180.0,2.0
56,157.0,150.0,2.0
57,245.0,240.0,1.0
58,96.0,90.0,2.0
59,171.0,160.0,2.0
69,175.0,170.0,1.0
70,81.0,80.0,1.0
