id,pe,altitude,category
1,486.0,514.0,1
24,144.0,159.3,1
25,118.0,131.4,1
26,374.0,373.0,1
27,148.0,140.0,1
28,150.0,150.0,1
29,113.0,130.0,2
33,208.0,224.0,1
34,173.0,189.1,2
35,64.0,71.1,2
36,324.0,345.0,1
37,478.0,480.0,1
38,247.0,240.0,2
40,300.0,300.0,1
41,189.0,190.0,2
44,325.0,343.0,1
46,120.0,120.0,2
