id,pe,category
65,127.0,1
67,194.0,1
69,175.0,1
70,81.0,2
61,78.0,2
62,106.0,2
58,96.0,2
59,171.0,1
60,223.0,1
48,391.0,1
49,559.0,1
50,139.0,1
51,162.0,1
52,332.0,1
53,164.0,1
54,152.0,1
55,190.0,1
56,157.0,1
57,245.0,1
