id,pe,altitude,category
2,185.0,195.7,1
3,145.0,156.1,1
4,177.0,189.0,1
6,88.0,104.0,2
7,157.0,202.8,2
9,84.0,97.3,1
11,188.0,198.9,1
12,178.0,202.2,1
17,95.0,118.7,1
25,118.0,131.4,1
26,374.0,373.0,1
27,148.0,140.0,2
28,150.0,150.0,2
29,113.0,130.0,2
30,86.0,80.0,2
31,114.0,125.0,1
33,208.0,224.0,1
34,173.0,189.1,1
