id,pe,altitude,category
1,486.0,514.0,1.0
26,374.0,373.0,1.0
31,114.0,125.0,1.0
32,238.0,252.0,1.0
33,208.0,224.0,1.0
43,173.0,184.0,2.0
44,325.0,343.0,2.0
45,316.0,292.0,2.0
46,120.0,120.0,2.0
47,339.0,378.0,1.0
48,391.0,400.0,2.0
49,559.0,639.0,1.0
50,139.0,130.0,2.0
51,162.0,160.0,2.0
52,332.0,330.0,2.0
61,78.0,80.0,2.0
