id,pe,altitude,category
1,486.0,514.0,1
17,95.0,118.7,2
18,190.0,216.9,2
24,144.0,159.3,1
34,173.0,189.1,2
42,329.0,330.0,1
43,173.0,184.0,2
44,325.0,343.0,2
46,120.0,120.0,2
48,391.0,400.0,1
49,559.0,639.0,1
52,332.0,330.0,1
53,164.0,160.0,1
54,152.0,150.0,1
55,190.0,180.0,1
56,157.0,150.0,1
57,245.0,240.0,1
65,127.0,130.0,2
66,329.0,320.0,2
67,194.0,190.0,2
