id,pe,altitude,category
26,374.0,373.0,1.0
27,148.0,71.0,2.0
28,150.0,150.0,2.0
29,113.0,130.0,2.0
30,86.0,80.0,2.0
31,114.0,125.0,2.0
32,238.0,252.0,2.0
44,325.0,343.0,1.0
46,120.0,120.0,2.0
47,339.0,378.0,1.0
48,391.0,400.0,1.0
49,559.0,639.0,1.0
50,139.0,130.0,1.0
51,162.0,160.0,1.0
52,332.0,330.0,1.0
53,164.0,160.0,1.0
54,152.0,150.0,1.0
55,190.0,180.0,1.0
56,157.0,150.0,1.0
58,96.0,90.0,2.0
59,171.0,160.0,2.0
60,223.0,220.0,2.0
69,175.0,170.0,2.0
70,81.0,80.0,2.0
