id,pe,altitude,category
26,374.0,373.0,1
27,148.0,140.0,1
43,173.0,184.0,1
44,325.0,343.0,1
46,120.0,120.0,2
60,223.0,220.0,1
61,78.0,80.0,1
63,106.0,100.0,2
65,127.0,130.0,2
66,329.0,320.0,1
67,194.0,190.0,2
69,175.0,170.0,2
