id,pe,altitude,category
24,144.0,159.3,1.0
25,118.0,131.4,1.0
26,374.0,373.0,1.0
27,148.0,71.0,1.0
28,150.0,150.0,1.0
29,113.0,130.0,2.0
30,86.0,80.0,2.0
31,114.0,125.0,2.0
32,238.0,252.0,1.0
33,208.0,224.0,1.0
34,173.0,189.1,2.0
35,64.0,71.1,2.0
36,324.0,345.0,1.0
38,247.0,240.0,1.0
39,171.0,170.0,1.0
40,300.0,300.0,1.0
41,189.0,190.0,1.0
