id,pe,category
1,486.0,1
17,95.0,1
18,190,2
19,58,1
21,55,1
26,374.0,1
43,173.0,2
44,325.0,1
46,120,2
70,81.0,2
58,96.0,2
59,171.0,2
60,223.0,2
