id,pe,altitude,category
33,208.0,224.0,1.0
34,173.0,189.1,2.0
35,64.0,71.1,2.0
36,324.0,345.0,1.0
37,478.0,480.0,1.0
38,247.0,240.0,1.0
39,171.0,170.0,1.0
40,300.0,300.0,1.0
41,189.0,190.0,1.0
42,329.0,330.0,1.0
